standardscaler__CreditScore,standardscaler__Age,standardscaler__Tenure,standardscaler__Balance,standardscaler__NumOfProducts,standardscaler__HasCrCard,standardscaler__IsActiveMember,standardscaler__EstimatedSalary,onehotencoder__Geography_Germany,onehotencoder__Geography_Spain,onehotencoder__Gender_Male
0.7034400277211882,-0.7630345384131269,1.3849932562860656,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.7424225974664149,0.0,0.0,1.0
-0.31813189579236545,-1.5202590849095197,-0.32807215528511574,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,0.7870485912430844,0.0,0.0,1.0
0.5112631312186385,-0.005809991916734046,1.727606338600302,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.799794182974687,0.0,0.0,1.0
2.0183345827386336,2.3605167158844935,-1.6985244845420608,0.7394780795379,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,0.32487130522805374,1.0,0.0,0.0
-0.7732877032984041,-0.47907533347697956,-0.32807215528511574,-0.061389568718122386,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,1.1614272566298436,0.0,1.0,1.0
-0.8238605707990752,0.18349614470736414,0.6997670916575931,-1.3317392101122278,0.7223895363269841,0.6490271882799827,-0.9370854375453458,-0.8289736058982657,0.0,0.0,1.0
0.9360752182242746,-0.005809991916734046,0.6997670916575931,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,1.1035417878264109,0.0,1.0,1.0
-1.7240576123110185,-0.10046306022878314,0.35715400934335684,1.0925542205647873,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,-0.3633176584293212,0.0,0.0,1.0
0.9057314977238721,0.18349614470736414,1.3849932562860656,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,1.7214284928406827,0.0,1.0,1.0
-0.3687047632930364,-0.47907533347697956,-1.3559114022278245,-0.6139394833584562,-0.7700253680702854,0.6490271882799827,1.0671385552841972,-0.4675996462076288,0.0,1.0,0.0
0.33931538171635717,1.4139860327640024,1.0423801739718295,-0.04933804961396272,-0.7700253680702854,0.6490271882799827,1.0671385552841972,-0.01455373789327453,0.0,1.0,1.0
0.6225234397201146,-1.3309529482854214,1.0423801739718295,0.5122447202249151,0.7223895363269841,0.6490271882799827,-0.9370854375453458,0.8172389307093781,1.0,0.0,1.0
0.8045857627225301,-0.19511612854083224,0.35715400934335684,0.9508671600773284,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,1.2549774773719553,0.0,1.0,0.0
1.2597415702285688,-1.1416468116613232,1.727606338600302,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,-0.5577099596300239,0.0,1.0,1.0
1.2395124232283006,0.18349614470736414,0.6997670916575931,0.9191926147877788,-0.7700253680702854,0.6490271882799827,1.0671385552841972,1.3402560365652867,0.0,1.0,1.0
0.04599275021246556,1.6979452377001498,0.6997670916575931,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.1959833894538,0.0,0.0,0.0
-0.25744445479156025,-0.5737284017890286,0.014540927029120548,0.07188915963174307,0.7223895363269841,0.6490271882799827,-0.9370854375453458,1.098410080074369,1.0,0.0,0.0
0.5820651457195779,0.08884307639531505,1.3849932562860656,1.5473293717903867,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.07940122894096718,1.0,0.0,1.0
-0.5204233657950493,-0.952340675037225,-0.6706852375993521,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,1.0671385552841972,0.5187606716109703,0.0,1.0,0.0
-0.9250063058004171,-1.6149121532215687,-0.6706852375993521,0.5377553385854775,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.2492915257880997,0.0,1.0,1.0
-1.552109862808737,-0.005809991916734046,0.014540927029120548,-0.01942921171066863,-0.7700253680702854,-1.5407675025912964,-0.9370854375453458,-0.19996776629118232,1.0,0.0,1.0
0.8450440567230669,0.18349614470736414,-0.6706852375993521,-0.421702877843441,0.7223895363269841,-1.5407675025912964,1.0671385552841972,-0.09426056481534015,0.0,1.0,0.0
0.6326380132202488,0.37280228133146237,-0.32807215528511574,0.8033074972716254,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.4558524513413276,1.0,0.0,1.0
-0.13606957278994994,0.6567614862676097,0.6997670916575931,0.7995412957183085,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.5521166851065639,0.0,0.0,0.0
-0.22710073429115768,-0.28976919685288133,1.727606338600302,0.5179739413029719,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.9417660363033211,1.0,0.0,1.0
-0.7732877032984041,-0.005809991916734046,-1.3559114022278245,-1.3317392101122278,0.7223895363269841,-1.5407675025912964,-0.9370854375453458,-0.5158959866849361,0.0,0.0,1.0
-1.2183289373043087,-1.5202590849095197,1.3849932562860656,1.316908549748112,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.627483041866714,0.0,0.0,1.0
-0.16641329329035254,-1.4256060165974704,1.0423801739718295,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-1.3637780510375135,0.0,0.0,1.0
-0.004580117288205416,1.8872513743242478,-1.3559114022278245,1.1606296782067738,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,-0.30004258440681336,0.0,1.0,1.0
-1.2790163783051138,-0.857687606725176,0.35715400934335684,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,1.0671385552841972,0.5669935804336499,0.0,1.0,0.0
0.025763603212197166,1.3193329644519534,-1.0132983199135883,-0.186907950376102,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,-0.6584397747491919,0.0,1.0,1.0
-0.348475616292768,-1.0469937433492742,0.014540927029120548,-1.3317392101122278,0.7223895363269841,-1.5407675025912964,1.0671385552841972,1.6661270384828837,0.0,1.0,1.0
1.987990862238231,0.9407206912037569,0.014540927029120548,0.25793088090454885,-0.7700253680702854,-1.5407675025912964,-0.9370854375453458,0.7637561400931591,0.0,0.0,1.0
-1.0868394818025642,-0.47907533347697956,0.35715400934335684,-1.3317392101122278,0.7223895363269841,0.6490271882799827,-0.9370854375453458,1.3293270231510024,0.0,0.0,1.0
1.108022967726556,-0.28976919685288133,0.35715400934335684,1.3222594398719485,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.15878863124843498,0.0,0.0,1.0
-0.6822565417971964,1.5086391010760516,-0.6706852375993521,2.5523862441965006,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,0.8294631663755493,0.0,0.0,0.0
0.04599275021246556,-0.005809991916734046,0.014540927029120548,-1.3317392101122278,-0.7700253680702854,-1.5407675025912964,-0.9370854375453458,-1.1068009512449344,0.0,0.0,0.0
-0.10572585228954735,-0.7630345384131269,1.0423801739718295,-0.0009459034515364077,0.7223895363269841,-1.5407675025912964,-0.9370854375453458,-1.1349965824048875,1.0,0.0,1.0
-0.5507670862954519,-0.857687606725176,-0.6706852375993521,0.24397288010558663,0.7223895363269841,-1.5407675025912964,-0.9370854375453458,-1.0157309950914353,1.0,0.0,1.0
0.5517214252191752,-0.857687606725176,0.6997670916575931,-1.3317392101122278,0.7223895363269841,0.6490271882799827,-0.9370854375453458,-1.6042863816498893,0.0,0.0,1.0
-0.5608816597955861,0.46745534964351143,0.014540927029120548,0.9877883182251244,0.7223895363269841,0.6490271882799827,-0.9370854375453458,-0.9004586476684775,1.0,0.0,1.0
-1.5015369953080662,0.08884307639531505,1.0423801739718295,1.2696657345723648,2.2148044407242535,0.6490271882799827,-0.9370854375453458,0.23801216822968935,0.0,0.0,0.0
-0.47996507179451253,-0.857687606725176,0.6997670916575931,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,1.6999705198996553,0.0,0.0,1.0
0.35954452871662557,0.5621084179555605,0.35715400934335684,-1.3317392101122278,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-1.1844362567336857,0.0,1.0,0.0
0.4809194107182359,0.6567614862676097,-0.32807215528511574,0.3177681086984354,0.7223895363269841,-1.5407675025912964,1.0671385552841972,1.3482277445910886,0.0,0.0,1.0
-0.712600262297599,0.8460676228917078,-1.6985244845420608,0.7154737788654368,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.7419719649086832,0.0,0.0,1.0
-0.7227148357977332,-0.28976919685288133,-0.32807215528511574,1.5316389019835759,-0.7700253680702854,0.6490271882799827,1.0671385552841972,1.6143744548624759,0.0,0.0,0.0
-0.06526755828901058,-0.38442226516493044,1.3849932562860656,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,-0.06591599960602892,0.0,1.0,1.0
-0.76317312979827,1.0353737595158061,1.0423801739718295,0.6874145589605529,-0.7700253680702854,-1.5407675025912964,-0.9370854375453458,0.19302070385115197,0.0,1.0,1.0
-0.6822565417971964,-0.10046306022878314,-0.32807215528511574,-0.42295648609571107,0.7223895363269841,0.6490271882799827,-0.9370854375453458,-1.2741140184071278,0.0,0.0,0.0
0.2988570877158204,-1.709565221533618,0.014540927029120548,0.9494431236691091,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,-1.1908074016386132,0.0,0.0,1.0
-0.15629871979021834,1.1300268278278551,1.0423801739718295,0.5746699794041742,-0.7700253680702854,-1.5407675025912964,1.0671385552841972,0.4068446407519052,1.0,0.0,1.0
-0.9553500263008197,-0.6683814701010777,1.0423801739718295,1.336407420814158,-0.7700253680702854,0.6490271882799827,1.0671385552841972,0.06541706898325457,0.0,0.0,1.0
-0.16641329329035254,-0.5737284017890286,-0.6706852375993521,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,-1.402801204964347,0.0,1.0,1.0
0.6022942927198462,1.981904442636297,1.3849932562860656,1.083165193330961,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.897856385760554,1.0,0.0,0.0
-0.15629871979021834,-1.2362998799733724,-0.6706852375993521,-0.0018184108847189265,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.9828525508836202,1.0,0.0,0.0
1.0169918062253482,-1.1416468116613232,-1.3559114022278245,0.8766007285905928,-0.7700253680702854,0.6490271882799827,-0.9370854375453458,-0.5806252965592872,0.0,0.0,1.0
-0.6013399537961229,0.37280228133146237,0.014540927029120548,-1.3317392101122278,0.7223895363269841,0.6490271882799827,1.0671385552841972,0.9602866963035512,0.0,0.0,1.0
-0.6519128212967938,-0.5737284017890286,0.6997670916575931,1.3528956117027358,2.2148044407242535,0.6490271882799827,-0.9370854375453458,0.34024453152943074,0.0,0.0,0.0
